Тип,Цена (₽),Комнаты,Площадь (м²),Жилая площадь (м²),Площадь кухни (м²),Потолок,Этаж,Всего этажей в доме,Стены,Район,Метро,Расстояние до метро (км)
Квартира,52620000,3,87.7,64.0,15.0,3.0,3,8,Кирпично-Монолитный,Центральный,Чернышевская,0.5
Квартира,6400000,1,38.5,14.0,15.0,3.0,1,8,Кирпично-Монолитный,Курортный,Парнас,10.7
Квартира,55000000,10,313.0,175.5,22.6,3.35,1,5,Кирпичный,Адмиралтейский,Нарвская,0.4
Квартира,9460000,2,52.0,25.2,12.2,,1,15,Кирпично-Монолитный,Московский,Звездная,2.1
Квартира,4300000,1,24.3,18.3,6.0,,7,25,Монолит,Всеволожский,,
Квартира,6600000,2,54.6,43.0,5.0,2.64,5,5,Кирпичный,Кронштадтский,,
Квартира,7500000,2,44.8,28.5,6.1,2.57,4,5,Хрущевка,Московский,Парк Победы,0.9
Квартира,7250000,1,38.3,16.61,9.82,2.64,20,21,Индивидуальный,Красногвардейский,,
Квартира,7000000,1,38.0,17.5,9.4,2.7,8,12,Индивидуальный,Всеволожский,,
Квартира,3500000,1,35.0,18.2,7.1,2.55,5,5,Панельный,Всеволожский,Девяткино,24.6
Квартира,9150000,1,40.0,20.0,11.0,2.7,16,17,Индивидуальный,Калининский,Гражданский  проспект,
Квартира,6850000,1,34.1,15.1,10.9,2.7,7,16,Индивидуальный,Московский,,
Квартира,12400000,2,56.6,27.8,10.0,,1,10,Панельный,Колпинский,Купчино,14.3
Студия,3650000,0,23.2,18.0,,2.65,13,16,Панельный,Всеволожский,Девяткино,1.7
Квартира,8500000,1,32.9,20.0,10.0,3.0,1,4,Индивидуальный,Центральный,,
Квартира,9900000,3,83.0,48.62,11.0,,4,8,Монолит,Всеволожский,Девяткино,3.0
Квартира,16500000,2,98.8,72.2,9.3,3.65,3,3,Ст.Фонд Кап.Рем.,Адмиралтейский,Технологический институт,0.7
Квартира,7500000,2,46.5,29.5,6.2,,8,9,Корабль,Приморский,Пионерская,1.0
Квартира,8500000,3,78.0,52.3,9.0,3.5,3,3,Ст.Фонд Кап.Рем.,Кронштадтский,Старая Деревня,26.1
Квартира,9000000,3,53.9,32.7,6.8,2.5,4,5,Кирпичный,Курортный,Беговая,17.5
Квартира,13890000,2,56.3,28.3,12.8,2.75,1,13,Монолит,Приморский,Лесная,1.2
Студия,3800000,0,14.9,12.1,,,2,2,Кирпичный,Центральный,Лиговский  проспект,0.5
Квартира,4700000,1,34.2,16.2,10.0,2.6,1,5,Кирпично-Монолитный,Всеволожский,,
Квартира,6100000,1,35.9,22.2,10.4,2.7,4,23,Индивидуальный,Всеволожский,,
Студия,3378000,0,12.0,7.0,2.0,2.7,1,5,Кирпичный,Красногвардейский,Новочеркасская,2.9
Квартира,12700000,2,56.5,37.9,9.4,3.18,2,6,Кирпичный,Василеостровский,Приморская,2.3
Квартира,16750000,2,66.9,37.8,13.1,2.7,2,10,Монолит,Фрунзенский,Обводный канал,0.6
Квартира,18000000,3,103.4,67.2,13.8,3.9,2,4,Кирпичный,Центральный,Гостиный Двор,1.0
Квартира,7400000,2,50.2,27.2,10.7,,3,10,Кирпично-Монолитный,Всеволожский,Ладожская,7.7
Квартира,11590000,2,50.6,23.0,15.6,,3,5,Старый фонд (СФ),Петроградский,Чкаловская,0.7
Студия,4700000,0,26.2,15.4,2.0,2.64,2,4,Индивидуальный,Пушкинский,Московская,
Квартира,8600000,2,53.46,39.12,7.27,2.76,4,5,Старый фонд (СФ),Василеостровский,Василеостровская,1.2
Квартира,5800000,1,33.69,15.7,9.0,2.7,11,12,Монолит,Всеволожский,Девяткино,0.8
Квартира,35200000,3,121.1,71.7,30.7,,4,7,Кирпичный,Василеостровский,Василеостровская,2.4
Квартира,11100000,4,94.3,64.9,12.6,2.82,3,4,Индивидуальный,Кронштадтский,Черная речка,29.2
Квартира,6200000,2,44.0,28.0,5.2,2.5,4,4,Кирпичный,Петродворцовый,Проспект Ветеранов,20.2
Студия,9400000,0,31.0,20.0,5.0,2.7,14,16,Кирпично-Монолитный,Московский,Электросила,0.3
Квартира,13900000,2,67.4,37.6,13.6,2.5,10,18,Индивидуальный,Приморский,,
Студия,6000000,0,23.0,15.7,5.0,2.5,3,17,Индивидуальный,Московский,,
Квартира,8190000,2,61.2,32.7,16.7,2.8,5,7,Кирпичный,Ломоносовский,Проспект Ветеранов,10.3
Квартира,8100000,3,82.2,53.0,12.4,3.0,5,14,Кирпично-Монолитный,Пушкинский,Купчино,2.5
Студия,4100000,0,24.3,18.3,,2.7,14,19,Монолитно-панельный,Всеволожский,Девяткино,
Квартира,6560000,1,33.0,18.5,6.8,2.5,9,9,Панельный,Приморский,Комендантский  проспект,
Квартира,11350000,3,69.3,45.0,12.0,2.7,5,17,Индивидуальный,Всеволожский,,
Квартира,8150000,2,49.9,28.5,7.1,2.57,5,9,Панельный,Приморский,Комендантский  проспект,
Квартира,9500000,1,41.9,16.0,13.4,3.05,4,7,Кирпично-Монолитный,Московский,Московская,0.7
Квартира,5700000,1,34.5,15.7,9.9,2.7,11,27,Индивидуальный,Выборгский,,
Квартира,180000000,10,483.0,300.0,34.9,3.2,6,6,Кирпичный,Василеостровский,Василеостровская,0.4
Квартира,18000000,3,95.4,50.2,9.9,,23,25,Кирпично-Монолитный,Выборгский,Проспект Просвещения,1.8
Квартира,6900000,1,39.2,20.1,8.3,,3,17,Панельный,Приморский,Комендантский  проспект,0.6
Студия,7700000,0,20.9,17.0,2.0,3.05,1,5,Индивидуальный,Василеостровский,,
Студия,5150000,0,27.8,14.0,5.0,2.75,23,25,Индивидуальный,Всеволожский,,
Квартира,6750000,1,32.39,11.66,13.05,2.64,5,19,Индивидуальный,Всеволожский,,
Квартира,5994000,1,38.8,15.7,11.99,2.87,1,4,Кирпично-Монолитный,Пушкинский,Московская,11.0
Квартира,7500000,2,44.4,28.1,5.1,2.5,2,5,Кирпичный,Курортный,Беговая,17.5
Студия,10500000,0,34.8,26.8,3.0,,5,5,Кирпичный,Адмиралтейский,Адмиралтейская,1.6
Квартира,6800000,3,56.7,37.0,5.5,2.5,5,5,Кирпичный,Петродворцовый,Проспект Ветеранов,17.2
Квартира,8500000,1,42.0,17.0,12.0,2.64,7,17,Индивидуальный,Красносельский,,
Квартира,16800000,2,61.65,27.78,18.76,2.5,9,9,Индивидуальный,Выборгский,,
Квартира,11600000,3,68.0,42.0,12.5,3.0,2,5,Старый фонд (СФ),Адмиралтейский,Пушкинская,0.6
Квартира,8700000,1,33.8,11.0,17.0,2.75,10,19,Кирпично-Монолитный,Невский,Ломоносовская,0.9
Квартира,4900000,1,31.0,18.4,7.3,2.75,8,25,Кирпично-Монолитный,Красногвардейский,Девяткино,5.6
Квартира,10640000,1,41.6,12.2,19.8,,3,4,Кирпично-Монолитный,Фрунзенский,Волковская,0.5
Квартира,4150000,1,35.0,15.8,8.0,2.8,2,9,Панельный,Всеволожский,Ладожская,
Студия,4320000,0,21.0,15.0,,2.7,22,24,Монолит,Приморский,Комендантский  проспект,3.7
Квартира,430000000,4,272.0,167.2,20.0,3.35,5,7,Монолит,Петроградский,Крестовский остров,0.7
Квартира,5499000,1,32.4,16.62,9.11,2.75,1,16,Кирпично-Монолитный,Всеволожский,Улица Дыбенко,1.5
Студия,3270000,0,17.98,13.8,2.0,2.9,1,4,Индивидуальный,Красносельский,,
Студия,4400000,0,25.11,16.3,,2.7,10,12,Кирпично-Монолитный,Всеволожский,Девяткино,2.8
Студия,3190000,0,24.2,16.0,5.0,2.6,4,16,Индивидуальный,Всеволожский,,
Квартира,4698000,2,44.0,35.0,9.0,3.0,2,2,Панельный,Приморский,Беговая,10.6
Студия,4950000,0,17.0,13.0,2.0,2.5,1,6,Индивидуальный,Центральный,,
Студия,5895000,0,38.0,26.67,,2.87,1,4,Кирпично-Монолитный,Пушкинский,Купчино,8.6
Квартира,9600000,2,60.8,28.7,16.03,2.7,2,15,Индивидуальный,Всеволожский,,
Квартира,8200000,3,62.1,39.5,9.9,,1,9,Панельный,Выборгский,Проспект Просвещения,2.0
Квартира,4790000,1,31.0,16.8,5.4,,1,5,Хрущевка,Московский,Звездная,3.0
Квартира,7900000,3,56.8,39.6,6.3,2.5,9,9,Панельный,Кировский,Проспект Ветеранов,2.3
Квартира,2900000,2,44.2,30.6,5.4,2.5,2,5,Панельный,Волосовский,Автово,62.8
Квартира,38000000,4,177.7,87.7,21.0,3.05,16,17,Кирпично-Монолитный,Адмиралтейский,Московская,0.7
Квартира,6960000,1,36.7,15.6,8.3,3.05,1,5,Сталинский,Калининский,Лесная,2.9
Квартира,10500000,2,49.0,14.5,17.0,2.64,2,4,Индивидуальный,Пушкинский,,
Квартира,5650000,1,33.6,12.4,12.7,2.7,14,27,Кирпично-Монолитный,Выборгский,Парнас,1.4
Студия,2698000,0,27.7,16.0,,2.65,5,11,Монолит,Всеволожский,Ломоносовская,13.8
Студия,3650000,0,26.2,16.0,4.0,2.6,6,20,Индивидуальный,Всеволожский,,
Квартира,6350000,1,40.0,18.0,11.0,2.7,1,23,Монолит,Невский,Ломоносовская,3.8
Квартира,22950000,2,68.2,32.2,14.8,2.75,10,10,Кирпично-Монолитный,Василеостровский,Приморская,
Квартира,6800000,1,34.3,15.0,12.0,2.8,14,18,Индивидуальный,Всеволожский,,
Квартира,7800000,2,65.5,37.7,7.7,3.68,1,3,Кирпичный,Кронштадтский,Беговая,24.4
Квартира,7390000,1,36.0,14.2,9.6,2.7,4,24,Монолитно-панельный,Приморский,Комендантский  проспект,2.4
Квартира,7300000,1,38.0,16.96,10.31,2.6,4,17,Индивидуальный,Приморский,,
Квартира,8100000,1,31.5,11.4,12.2,2.65,1,20,Кирпично-Монолитный,Невский,Елизаровская,0.9
Квартира,11600000,2,61.1,29.5,9.0,2.55,12,17,121 серия,Московский,Звездная,1.2
Квартира,8740000,1,35.8,17.0,9.2,2.55,6,14,Кирпичный,Приморский,Беговая,0.6
Квартира,7100000,2,44.2,27.0,6.3,2.55,7,12,Корабль,Кировский,Автово,1.4
Квартира,17990000,5,100.9,61.8,15.3,2.6,9,9,Панельный,Приморский,Комендантский  проспект,
Квартира,48000000,7,313.0,226.0,15.0,3.5,4,5,Кирпичный,Центральный,Чернышевская,0.9
Квартира,13302000,2,73.9,36.3,12.7,,3,3,Кирпичный,Центральный,Шушары,15.2
Студия,5390000,0,23.4,14.9,1.0,2.75,2,13,Индивидуальный,Приморский,Комендантский  проспект,
Квартира,1300000,2,55.0,28.0,8.5,,3,5,Панельный,Лужский,Балтийская,149.0
Квартира,14320000,2,57.3,36.0,11.0,2.7,3,16,Монолит,Приморский,Беговая,1.2
Квартира,19900000,4,115.0,80.32,19.5,2.81,13,20,Монолит,Красногвардейский,Ладожская,2.4
Студия,3550000,0,21.0,15.0,1.0,2.65,4,17,Кирпично-Монолитный,Всеволожский,Улица Дыбенко,2.1
Квартира,6250000,1,40.7,19.0,10.0,2.6,4,8,Панельный,Приморский,Комендантский  проспект,3.3
Квартира,6580000,2,46.1,30.9,6.0,2.64,5,5,Панельный,Калининский,,
Квартира,6900000,3,58.2,44.0,5.0,2.5,1,5,Индивидуальный,Петродворцовый,,
Квартира,13900000,3,77.0,58.8,10.0,2.75,5,16,Кирпично-Монолитный,Всеволожский,Проспект Просвещения,12.6
